asin,prop_topic_1,prop_topic_2,prop_topic_3,prop_topic_4,prop_topic_5,prop_topic_6,prop_topic_7,prop_topic_8,prop_topic_9,prop_topic_10,prop_topic_11,prop_topic_12,prop_topic_13,prop_topic_14,prop_topic_15,prop_topic_16,prop_topic_17,prop_topic_18,prop_topic_19,prop_topic_20,prop_topic_21,prop_topic_22,prop_topic_23,prop_topic_24,prop_topic_25,prop_topic_26,prop_topic_27,prop_topic_28,prop_topic_29,prop_topic_30,prop_topic_31,prop_topic_32,prop_topic_33,prop_topic_34,prop_topic_35,delete
0001713205,0.002708065208065208,0.01171707421707422,0.0034588159588159607,0.0060864435864435885,0.009652509652509654,0.002051158301158301,0.009183290433290437,0.008901758901758905,0.005898755898755901,0.004491098241098243,0.0034588159588159603,0.0039280351780351785,0.00880791505791506,0.00833869583869584,0.0039280351780351785,0.044843951093951104,0.012373981123981128,0.0040218790218790245,0.0072125697125697144,0.0060864435864435885,0.0039280351780351785,0.012092449592449594,0.00467878592878593,0.006649506649506651,0.02982893607893608,0.017253861003861004,0.014907764907764909,0.008432539682539686,0.6949002574002576,0.014532389532389531,0.0018634706134706134,0.002426533676533677,0.005804912054912056,0.003928035178035179,0.011623230373230377,
0002006995,0.002651454282500402,0.0012766261360187122,0.00237023943435642,0.02611727105540379,0.09923313157283913,0.0014953487956862535,0.005307372292749121,0.0024327316228328604,0.0015890870784009145,0.02177406395629118,0.001776563643830236,0.2663684896530791,0.002588962094023961,0.0012141339475422715,0.0026202081882621816,0.0037450675808381093,0.003557591015408788,0.015743567768314683,0.009181887978288427,0.06523738104165551,0.003088899601835485,0.001839055832306676,0.0013078722302569327,0.07886067812951954,0.04492741978681236,0.01318138804078062,0.06939311157533881,0.002588962094023961,0.027710821861553023,0.08879693609727357,0.00240148552859464,0.006151016837181065,0.11316888960308535,0.0016515792668773547,0.008650704376238685,
0002051850,0.018351512130493814,0.016124800776561487,0.007753590394424152,0.05625151672165127,0.00025469992413658913,0.0018386492377585532,0.0005250680839496778,0.005858462632715422,0.3166339091227756,0.0006704547359246409,0.019897201798859208,0.00048170715265889963,0.08584917829213318,0.013089535586207,0.0025681331406504733,0.001961080102579575,0.002330923340059744,0.0019891371757677252,0.00035927628783787827,0.0067562889747362475,0.0005964860884286071,0.00022664285094843844,0.04055485959438945,0.006266565515452162,0.09740359115961708,0.00021388963586291537,0.05500680292930421,0.20841522719306108,0.0015019643595007447,0.005014199794053794,0.0002215415649142292,0.00017052870457213694,0.0019024153131861688,0.003960784227989591,0.018999375456838385,
0002008599,0.0011362545824456346,0.006904537980716943,0.005498294978343347,0.006931408866112616,0.0005271811801436955,0.00197820899151008,0.0747266527193976,0.6147956213252467,0.04178294722430153,0.008319737944889095,0.000312214096978305,0.002014036838704312,0.0018348976027331531,0.007880846816759756,0.005552036749134694,0.010352968273161746,0.0006615356071220643,0.005274370933379399,0.0008585887666903388,0.00037491282956821065,0.0005361381419422533,0.0029993026365456843,0.0006436216835249485,0.002811206438775968,0.08113088040536652,0.006447732928990488,0.027541377964594417,0.00039282675316532653,0.0052206291625880525,0.02225677050344524,0.004423459562516396,0.0025514545466177874,0.01667658330294364,0.0006884064925177383,0.027962355169126644,
0002160595,0.007920729590709712,0.026034270567073747,0.16100224052510334,0.02227902426709584,0.008141626431884885,0.15260816056044685,0.0370791126258323,0.03442835053173025,0.023604405314146863,0.004607276973082143,0.0052699674966076564,0.012338666414213136,0.022941714790621348,0.012338666414213136,0.047240367319890175,0.039950771561109516,0.02492978636119789,0.006374451702483512,0.01145507904951245,0.022720817949446182,0.025150683202373063,0.012117769573037965,0.008804316955410394,0.024708889520022717,0.014768531667140015,0.023825302155322036,0.009687904320111079,0.030010413708226824,0.005932658020133168,0.013884944302439334,0.005711761178957998,0.005049070655432485,0.008141626431884883,0.011896872731862792,0.11704376913124427,
0002005018,0.048213327198834435,0.010192214298494491,0.04025125885029266,0.015023132172890625,0.0018723001814789253,0.019943511489405208,0.004869258492446897,0.025132275132275127,0.14603941415535618,0.0019617616235973728,0.015380977941364412,0.002766914602663395,0.007150525266467294,0.13508038749584644,0.024550775758505224,0.005674411471512921,0.1331122357692406,0.019048897068220737,0.0018723001814789253,0.004421951281854663,0.013054980446284793,0.005003450655624568,0.0041088362344400995,0.03506249520742274,0.1040372670807453,0.0012908008077090198,0.07679625795567821,0.00580860363469059,0.003661529023847864,0.0030352989290187357,0.001782838739360479,0.02987373156455281,0.002364338113130384,0.04602152186693249,0.00554021930833525,
0001714384,0.0095047999239616,0.015714602540949845,0.00795234926971454,0.008839463929284289,0.013053258562240598,0.006843455945252352,0.006843455945252352,0.018154167854766656,0.005734562620790164,0.013496815892025471,0.004182111966543103,0.006621677280359914,0.007508791939929663,0.00440389063143554,0.007287013275037227,0.03234800240788264,0.013275037227133036,0.01039191458353135,0.011057250578208664,0.01593638120584228,0.008617685264391852,0.011057250578208664,0.004182111966543103,0.017710610524981782,0.014827487881380098,0.005734562620790164,0.0208155118334759,0.005512783955897728,0.61717834172924,0.006843455945252352,0.007730570604822101,0.005734562620790165,0.00529100529100529,0.004847447961220415,0.044767607641859115,
0002005395,0.002255261078790491,0.0032607914960856143,0.0050707462472168365,0.00542268189327013,0.003059685412626591,0.0017022193492781735,0.007534295769589887,0.02563384328090211,0.1734468146232853,0.007132083602671839,0.059721324427206776,0.006528765352294765,0.007835954894778424,0.19426129426129432,0.0052215758098111045,0.0017524958701429295,0.07229045464339581,0.006830424477483303,0.007132083602671839,0.020907850319615038,0.0015513897866839047,0.055749479278891054,0.002959132370897078,0.03237089707677944,0.1231702937585291,0.005824894060188179,0.032169790993320416,0.08541262658909718,0.005724341018458667,0.0018530489118724423,0.0016016663075486607,0.007534295769589886,0.002657473245708541,0.013416648710766362,0.011003375709258065,
0002005379,0.0009763655852356543,0.0006544479466253483,0.0015706750719008357,0.03591681082209276,0.01922661940491225,0.0007534995277362116,0.0039355315709227005,0.0013478090144013926,0.0009887470328745122,0.02292867224893077,0.0009763655852356543,0.28270382515980924,0.0008030253182916433,0.0008401696612082173,0.0049012844867536215,0.003452655113007241,0.0009639841375967967,0.00514891343953078,0.001050654271068802,0.07064677144908928,0.0020535515298162944,0.00106303571870766,0.0006420664989864902,0.0849101991290536,0.038776925226668944,0.0193009080907454,0.09765070874943843,0.0011620872998185235,0.05489757005246197,0.06672185254757129,0.001954499948705432,0.0022268917967603057,0.16354477308344031,0.002288799034954595,0.0030193044456472127,
000171287X,0.0030617469722143856,0.0045978452825062455,0.0032080420493850394,0.004817287898262222,0.009279287751967144,0.002696009279287753,0.003281189587970366,0.00532932066835951,0.004305255128164939,0.004451550205335591,0.001598796200507853,0.0032080420493850394,0.002476566663531773,0.002476566663531773,0.00211082897060514,0.04263456534687608,0.0127172220654775,0.003134894510799712,0.0029154518950437326,0.004451550205335591,0.002476566663531773,0.0026960092792877523,0.0026228617407024267,0.003720074819482325,0.012058894218209559,0.003500632203726345,0.01674033668767046,0.0026228617407024267,0.8108300155699759,0.0016719437390931796,0.003281189587970366,0.003646927280896999,0.002037681432019813,0.0026228617407024262,0.006719123901480716,
0002154463,0.005412358623367797,0.004392990631522741,0.009489830590748023,0.009319935925440512,0.019003931847968544,0.0028639386437551576,0.006771515945827872,0.006431726615212854,0.010169409251978059,0.0047327799621377595,0.008470462598902967,0.00473277996213776,0.0057521479539828155,0.009150041260133005,0.09358768991796514,0.005922042619290325,0.008810251929517983,0.0057521479539828155,0.0028639386437551576,0.005242463958060288,0.0045628852968302505,0.0040532013009077225,0.006941410611135383,0.0033736226396776856,0.005922042619290325,0.0062618319499053434,0.006941410611135383,0.0054123586233677965,0.006771515945827874,0.005922042619290325,0.4850249987864668,0.1345323042570749,0.027328770448036496,0.01050919858259308,0.057570020872773166,
0002154129,0.006323910706380826,0.003667868209700879,0.007504374038238579,0.004258099875629755,0.03790130483357574,0.004110541959147535,0.004848331541558635,0.004995889458040853,0.007209258205274142,0.006028794873416388,0.028014924429267046,0.006323910706380826,0.004848331541558633,0.008094605704167456,0.00735681612175636,0.006176352789898608,0.0033727523767364395,0.004553215708594194,0.0030776365437720013,0.005143447374523071,0.004110541959147535,0.004995889458040853,0.005733679040451949,0.008389721537131897,0.008537279453614113,0.004405657792111974,0.004110541959147536,0.004700773625076415,0.014439596112902884,0.004258099875629757,0.6760892936191739,0.05000105398511772,0.004258099875629757,0.0038154261261830976,0.0383439785830224,
0002180618,0.0004996135342367524,0.004977522289131253,0.0010824959908462962,0.01037432809326903,0.0030574389026527533,0.0007259090762145754,0.5499451894563909,0.2038775888063058,0.008783401858758274,0.0007601962795445486,0.00038989448358083814,0.0007601962795445486,0.0010550662281823182,0.0007807686015425325,0.0004927560935707577,0.01018231975462118,0.0005544730595647095,0.0006573346695546291,0.0020562525654175354,0.00038303704291484347,0.00047904121223876837,0.005642694033732732,0.001912246311431648,0.002412839480049257,0.027997950604875255,0.0027694263946809773,0.0049158053231373,0.003647178799928292,0.027113340758961952,0.0007670537202105433,0.0020493951247515406,0.00043789656824280064,0.0009453471775264039,0.0007876260422085272,0.11672637538217988,
0001713256,0.0006353363969800085,0.0028999403641296103,0.002681665282958564,0.07010138097966535,0.0028544663888856424,0.00043525090590654974,0.007074451291525861,0.008083973541941947,0.005582904903523715,0.003918557409594491,0.0006444311920288021,0.00056257803658966,0.0024179162265435487,0.001481152336517811,0.00043525090590654974,0.030147946330315176,0.0008263270930046736,0.001035507379126926,0.000799042707858293,0.002445200611689929,0.0006808103722239764,0.006992598136086718,0.0012992564355419393,0.0069198397756963705,0.00877517796565026,0.0004898196761993112,0.05088407904156453,0.0006171468068824214,0.7176780728389143,0.0006717155771751827,0.0027180444631537373,0.0011628345098100364,0.0025543381522754533,0.002045029629543013,0.051447956334589734,
0001939777,0.0030457063855885065,0.0055924574588621725,0.0030457063855885078,0.15075726863546113,0.03353395494849325,0.057255122088127976,0.008503030114032079,0.007702622633860355,0.0030457063855885073,0.008939616012307564,0.0031912350183470033,0.1903410567457719,0.0029729420692092595,0.002609120487313022,0.0030457063855885078,0.0063928649390338965,0.0022452989054167834,0.010103845074375523,0.0043554640804149645,0.003409527967484745,0.011340838452822731,0.0035550566002432405,0.0018814773235205449,0.005155871560586688,0.09458321639068197,0.003482292283863993,0.04939657591916924,0.0066839222045508885,0.2780948222991445,0.0037733495493809843,0.003627820916622489,0.009812787808858536,0.004428228396794211,0.00450099271317346,0.009594494859720791,
000100039X,0.0005422866286986512,0.003219528679766625,0.0019616145351899887,0.09306020216477323,0.0007704922920952977,0.08554054725626423,0.00028068501456103204,0.4503857431096004,0.15270815318404546,0.0009096420868493504,0.0008678971484231344,0.0008289352058919999,0.00104044289391816,0.0041267853415630495,0.0004615797477413005,0.00042261780521016566,0.008050809553627336,0.0006786534275576228,0.0007259643577740006,0.0005979465466002721,0.002317838009760364,0.000689785411137947,0.004037729472920455,0.0014718072576557235,0.08125195058194433,0.0026684954925405764,0.0002055441253938436,0.0004615797477413005,0.05653616403772947,0.0008233692141018375,0.0033419804991501913,0.0136084523561042,0.007137986900040752,0.002418025861983282,0.015848764051644447,
0002221020,0.003223403708840603,0.014100785945446137,0.010145374223044129,0.009516104176298352,0.00771818975702471,0.0018749678943853704,0.007538398315097345,0.00520110957004161,0.02012379925001284,0.00520110957004161,0.05176709302922895,0.12017773668259105,0.004212256639441107,0.0076282940360610264,0.004571839523295835,0.005650588174860021,0.00520110957004161,0.0052910052910052924,0.007358606873169981,0.01841578055170288,0.0069091282683515715,0.005380901011968974,0.0072687111522062985,0.0061000667796784315,0.005560692453896338,0.010325165664971492,0.02318025376277804,0.010145374223044129,0.010415061385935174,0.5171572404582113,0.005650588174860021,0.013201828735809315,0.03504648892998408,0.004481943802332153,0.02425900241434221,
0002214962,0.06634106634106635,0.014228055894722563,0.015415140415140416,0.01197259530592864,0.010073260073260072,0.0020010853344186678,0.004493962827296161,0.00758038258038258,0.055538597205263884,0.006512006512006514,0.037138787138787134,0.00758038258038258,0.012328720662053995,0.007342965676299011,0.0155338488671822,0.009835843169176505,0.08165445665445664,0.16570004070004068,0.007936507936507938,0.008411341744675078,0.005918464251797585,0.0046126712793379465,0.005918464251797585,0.016246099579432908,0.04651675485008819,0.004137837471170804,0.17021096187762852,0.021944105277438602,0.003900420567087233,0.011022927689594356,0.0040191290191290184,0.13744742911409574,0.004493962827296161,0.012566137566137564,0.003425586758920093,
0002222590,0.001980024722960629,0.02931749313554965,0.007034010479909858,0.05550632842155929,0.002822355682452168,0.005579075186242654,0.007876341439401397,0.0051961974773828655,0.05550632842155929,0.005119621935610908,0.006344830603962235,0.03038955072035705,0.005349348560926782,0.009407852274840556,0.008642096857120975,0.010939363110279716,0.0025926290571362943,0.013542931530526287,0.01407896032292999,0.06232155163926355,0.02839858663428615,0.005272773019154822,0.08161858816579698,0.0057322262697865715,0.002592629057136293,0.005655650728014614,0.0057322262697865715,0.05542975287978733,0.002592629057136293,0.4286589434763107,0.008565521315349019,0.003970988809031539,0.013696082614070204,0.005349348560926782,0.007187161563453773,
0002216973,0.07910385838749827,0.016825704144193987,0.005262834401266155,0.10739255366554497,0.0076829699288557,0.0015519599256288517,0.003219164400190539,0.012146775457520862,0.003810753084712428,0.005639299927780084,0.004079657032222378,0.010103105456445246,0.009511516771923356,0.023978549147958647,0.09378601392154153,0.010963598088477085,0.0063384501913059535,0.33617603220701003,0.008866147297899479,0.0567310499546705,0.010049324666943256,0.0055855191382780936,0.0021435486101507406,0.006015765454294014,0.0620015673258655,0.0019284254521427812,0.034035556784830764,0.0140828838795925,0.017255950460209904,0.014889595722122347,0.005800642296286055,0.004993930453756206,0.008435900981883558,0.004348560979732327,0.005262834401266155,
0002179687,0.011035525321239605,0.019501133786848077,0.010506424792139077,0.012093726379440659,0.02055933484504913,0.03854875283446711,0.013151927437641715,0.022146636432350715,0.015268329554043837,0.015797430083144368,0.015797430083144368,0.009977324263038548,0.012622826908541194,0.061300075585789864,0.011035525321239607,0.00839002267573696,0.017913832199546485,0.022146636432350715,0.01368102796674225,0.022675736961451243,0.009448223733938018,0.013681027966742244,0.028495842781557063,0.009977324263038548,0.016326530612244896,0.013151927437641715,0.01368102796674225,0.010506424792139072,0.23219954648526075,0.009448223733938018,0.03484504913076341,0.1681783824640967,0.015797430083144368,0.022675736961451243,0.02743764172335601,
0001712691,0.004720081257095061,0.004859492939794071,0.009460078468861408,0.009320666786162396,0.008205373324570315,0.003604787795502978,0.009599490151560416,0.012666547170938642,0.006393021449483182,0.007787138276473284,0.005277727987891101,0.003604787795502977,0.006393021449483182,0.009599490151560416,0.003465376112803967,0.013921252315229731,0.013781840632530722,0.006950668180279224,0.00499890462249308,0.010854195295851507,0.005417139670590112,0.012248312122841613,0.004301846208998028,0.020473601402083205,0.01238772380554062,0.007368903228376255,0.020055366353986172,0.0038836111609009977,0.5926191471988211,0.006114198084085164,0.01169066539204557,0.009738901834259428,0.0048594929397940715,0.10342355260799428,0.029953595825615905,
0002227282,0.002756268579053389,0.03723280938470812,0.029425099045352208,0.018065150976543383,0.036385321195447774,0.00041215231088648815,0.0016743687629763582,0.005587239764454955,0.0007908172465134494,0.0008449122373173009,0.0009891655461275717,0.003802105067927852,0.010221377309984906,0.002016970371400752,0.001692400426577642,0.018840512511398587,0.0012776721637481133,0.026918697804773756,0.0012416088365455455,0.008977192521496322,0.011609815407283765,0.0007727855829121655,0.001313735490950681,0.0082198626502424,0.20965157674018434,0.0017645270809827775,0.23294848611304306,0.0005203422924941912,0.005370859801239547,0.2946708706202377,0.0017825587445840614,0.012565493578151806,0.0024857936250341317,0.0035676934411111635,0.0036037567683137295,
0002219247,0.001842527476084132,0.006843012960111708,0.01836516721457006,0.07427674439034762,0.006778281756434975,0.0013084950457510898,0.001162849837478442,0.0017130650687306676,0.006956292566545989,0.0019396242815992305,0.055553243726852816,0.005483657682900328,0.004561238030506891,0.0031856999523763273,0.003913925993739568,0.01875355443663046,0.0008230110181755972,0.012911563304805364,0.005014356456244018,0.0028458611330734827,0.019044844853175757,0.004318496016719144,0.0017777962724073997,0.01653651071070238,0.01062978837520055,0.0010010218282866113,0.11573708034529473,0.053061092385298624,0.008801131871332862,0.4429209493293385,0.0012275810411551745,0.001162849837478442,0.08489266179333176,0.0007259142126604987,0.00393010879465875,
000217734X,0.005688398392261053,0.008311192860549084,0.05218339123918523,0.010457115607330205,0.007357449417535257,0.005926834253014511,0.012841474214864774,0.08794877035220383,0.01141085905034403,0.008311192860549084,0.022378908645003068,0.007357449417535257,0.009980243885823288,0.012364602493357862,0.010457115607330205,0.009026500442809459,0.01832549901219429,0.010933987328837118,0.006642141835274885,0.005926834253014512,0.008072756999795627,0.007357449417535255,0.08389536071939507,0.023809523809523808,0.03596975270795013,0.005688398392261053,0.007834321139042172,0.031916343075141365,0.13658968594590915,0.006403705974521425,0.01689488384767355,0.1983445738810546,0.04646093058110224,0.05409087812521289,0.012841474214864777,
000161102X,0.007164902998236335,0.008450911228689009,0.008965314520870082,0.07969576719576724,0.017710170487948273,0.010508524397413292,0.009479717813051151,0.02053938859494416,0.03674309229864786,0.019510582010582016,0.007164902998236335,0.012823339212228108,0.007936507936507941,0.03828630217519107,0.012823339212228108,0.012566137566137572,0.0259406231628454,0.016166960611405063,0.00999412110523222,0.008193709582598475,0.012823339212228104,0.014880952380952384,0.007936507936507938,0.015138154027042924,0.07635214579659026,0.014880952380952387,0.04265873015873017,0.0074221046443268685,0.31992210464432685,0.014880952380952387,0.01848177542621988,0.010251322751322756,0.02465461493239272,0.01745296884185774,0.031599059376837164,
0001983679,0.0014953249933697865,0.002166810556430181,0.00374677658716052,0.050948261755229415,0.02057341481443864,0.001337328390296752,0.00426026554714788,0.005682234974805187,0.011370112685434407,0.00374677658716052,0.001574323294906303,0.017531980205282738,0.004773754507135241,0.01634700568223498,0.0047342553563669825,0.003391284230246193,0.006116725633256028,0.005366241768659118,0.01863795642679397,0.004378762999452657,0.004220766396379622,0.00295679357179535,0.002877795270258833,0.003944272341001813,0.11165845648604274,0.002680299516417541,0.002640800365649282,0.002206309707198439,0.5629757531641641,0.002640800365649282,0.003272786777941418,0.08377205604365222,0.017018491245295374,0.0017718190487475954,0.007183202703999006,
0002242052,0.0005588243777220156,0.11320940651649315,0.0021361512503244792,0.014737941411169762,0.028942295674579142,0.0018711603357272656,0.0017660052108871016,0.007629454971974656,0.003133021833809236,0.002796525434320711,0.003006835684001039,0.0032928576235662856,0.003604116793093172,0.0013159412765711975,0.00031065828309922804,0.0002517714131887361,0.0014295088113985756,0.0016440252660725105,0.0004747002778498842,0.0005546181727284089,0.0015430763462259526,0.00686392566313826,0.005059463720881043,0.00786920865661023,0.09751184948035344,0.007625248766981048,0.06980978339246055,0.07395289531116303,0.0005504119677348027,0.5106032419024544,0.00024756520819512953,0.0005882678126772616,0.00121499235672464,0.005387547710382357,0.018506701085441248,
0002226618,0.0029237082139202506,0.021581046211588083,0.003399660713860757,0.0071358878383937265,0.0999704229517894,0.000781921964187974,0.001543445964092783,0.001162683964140379,0.03950065783434812,0.002138386589018416,0.0031616844638905034,0.013204282212635178,0.020176986336763587,0.12053157094921925,0.07008060595552565,0.07417379745501401,0.003566244088839933,0.04923388645813147,0.004589541963712022,0.003161684463890503,0.01627417583725144,0.005541446963593032,0.011300472212873156,0.001329267339119556,0.0016148388390838592,0.004613339588709045,0.005017899213658476,0.3161480484247671,0.0012816720891255053,0.010277174338001068,0.0010674934641522775,0.0016148388390838592,0.05425518533250381,0.025507654336097252,0.002138386589018416,
0002247224,0.028585981434704432,0.004500992713173461,0.1106641303104957,0.005155871560586688,0.11699462583549025,0.0016631843743828028,0.01417864679161339,0.011268074136443491,0.007775386950239603,0.004573757029552708,0.002536356170933775,0.3197887755844534,0.030405089344185617,0.04408478082348417,0.0043554640804149645,0.009376201910583049,0.003263999334726251,0.009958316441617031,0.0030457063855885078,0.006392864939033897,0.027057930790740224,0.003482292283863994,0.0037005852330017366,0.007848151266618851,0.05172503404330517,0.004500992713173461,0.09341898732861403,0.010103845074375528,0.005155871560586688,0.02662134489246474,0.004064406814897974,0.005155871560586688,0.005155871560586688,0.0034095279674847467,0.010031080757996278,
